year,rank,rider,time,team,rider_name,rider_country_code,rank_num,decade
1931,3,Antonio Pesenti (ITA),"+ 22' 51""",Italy,Antonio Pesenti,ITA,3.0,1930
1931,4,Gaston Rebry (BEL),"+ 46' 40""",Belgium,Gaston Rebry,BEL,4.0,1930
1931,5,Maurice De Waele (BEL),"+ 49' 46""",Belgium,Maurice De Waele,BEL,5.0,1930
1931,6,Julien Vervaecke (BEL),"+ 1h 10' 11""",Belgium,Julien Vervaecke,BEL,6.0,1930
1931,7,Louis Peglion (FRA),"+ 1h 18' 33""",France,Louis Peglion,FRA,7.0,1930
1931,8,Erich Metze (GER),"+ 1h 20' 59""",Germany,Erich Metze,GER,8.0,1930
1931,9,Albert BÃ¼chi (SUI),"+ 1h 29' 29""",Australia/Switzerland,Albert BÃ¼chi,SUI,9.0,1930
1931,10,AndrÃ© Leducq (FRA),"+ 1h 30' 08""",France,AndrÃ© Leducq,FRA,10.0,1930
1931,11,Oskar Thierbach (GER),"+ 1h 34' 03""",Germany,Oskar Thierbach,GER,11.0,1930
1931,12,Hubert Opperman (AUS),"+ 1h 36' 43""",Australia/Switzerland,Hubert Opperman,AUS,12.0,1930
1931,13,BenoÃ®t FaurÃ© (FRA),"+ 1h 40' 38""",France,BenoÃ®t FaurÃ©,FRA,13.0,1930
1931,14,Charles PÃ©lissier (FRA),"+ 1h 45' 11""",France,Charles PÃ©lissier,FRA,14.0,1930
1931,15,Max Bulla (AUT),"+ 1h 51' 32""",Touriste-routier,Max Bulla,AUT,15.0,1930
1931,16,Kurt StÃ¶pel (GER),"+ 2h 05' 58""",Germany,Kurt StÃ¶pel,GER,16.0,1930
1931,17,Rafaele Di Paco (ITA),"+ 2h 11' 11""",Italy,Rafaele Di Paco,ITA,17.0,1930
1931,18,Alfons Schepers (BEL),"+ 2h 15' 27""",Belgium,Alfons Schepers,BEL,18.0,1930
1931,19,Ludwig Geyer (GER),"+ 2h 16' 22""",Germany,Ludwig Geyer,GER,19.0,1930
1931,20,Herbert Sieronski (GER),"+ 2h 23' 40""",Germany,Herbert Sieronski,GER,20.0,1930
1931,21,Roger Pipoz (SUI),"+ 2h 25' 19""",Australia/Switzerland,Roger Pipoz,SUI,21.0,1930
1931,22,Hermann Buse (GER),"+ 2h 28' 22""",Germany,Hermann Buse,GER,22.0,1930
1931,23,Alfred Siegel (GER),"+ 2h 36' 06""",Germany,Alfred Siegel,GER,23.0,1930
1931,24,Marius Guiramand (FRA),"+ 3h 05' 39""",Touriste-routier,Marius Guiramand,FRA,24.0,1930
1931,25,Michele Orecchia (ITA),"+ 3h 09' 26""",Italy,Michele Orecchia,ITA,25.0,1930
1931,26,AndrÃ© Van Vierst (FRA),"+ 3h 33' 44""",Touriste-routier,AndrÃ© Van Vierst,FRA,26.0,1930
1931,27,Joseph Mauclair (FRA),"+ 3h 41' 22""",France,Joseph Mauclair,FRA,27.0,1930
1931,28,Louis Bajard (FRA),"+ 4h 06' 02""",Touriste-routier,Louis Bajard,FRA,28.0,1930
1931,29,Fernand Fayolle (FRA),"+ 4h 20' 58""",Touriste-routier,Fernand Fayolle,FRA,29.0,1930
1931,30,Fabio Battesini (ITA),"+ 4h 39' 43""",Italy,Fabio Battesini,ITA,30.0,1930
1931,31,Lazare Venot (FRA),"+ 4h 42' 04""",Touriste-routier,Lazare Venot,FRA,31.0,1930
1931,32,Jean MarÃ©chal (FRA),"+ 4h 43' 15""",France,Jean MarÃ©chal,FRA,32.0,1930
1931,33,Julius Goedhuys (BEL),"+ 4h 47' 09""",Touriste-routier,Julius Goedhuys,BEL,33.0,1930
1931,34,FranÃ§ois Henri (FRA),"+ 5h 13' 00""",Touriste-routier,FranÃ§ois Henri,FRA,34.0,1930
1931,35,Richard Lamb (AUS),"+ 6h 27' 06""",Australia/Switzerland,Richard Lamb,AUS,35.0,1930
1932,1,AndrÃ© Leducq (FRA),"154h 11' 49""",France,AndrÃ© Leducq,FRA,1.0,1930
1932,2,Kurt StÃ¶pel (GER),"+ 24' 03""",Germany/Austria,Kurt StÃ¶pel,GER,2.0,1930
1932,3,Francesco Camusso (ITA),"+ 26' 21""",Italy,Francesco Camusso,ITA,3.0,1930
1932,4,Antonio Pesenti (ITA),"+ 37' 08""",Italy,Antonio Pesenti,ITA,4.0,1930
1932,5,Georges Ronsse (BEL),"+ 41' 04""",Belgium,Georges Ronsse,BEL,5.0,1930
1932,6,Frans Bonduel (BEL),"+ 45' 13""",Belgium,Frans Bonduel,BEL,6.0,1930
1932,7,Oskar Thierbach (GER),"+ 58' 44""",Germany/Austria,Oskar Thierbach,GER,7.0,1930
1932,8,Jef Demuysere (BEL),"+ 1h 03' 24""",Belgium,Jef Demuysere,BEL,8.0,1930
1932,9,Luigi Barral (ITA),"+ 1h 06' 57""",Touriste-routier,Luigi Barral,ITA,9.0,1930
1932,10,Georges Speicher (FRA),"+ 1h 08' 37""",France,Georges Speicher,FRA,10.0,1930
1932,11,Albert BÃ¼chi (SUI),"+ 1h 13' 33""",Switzerland,Albert BÃ¼chi,SUI,11.0,1930
1932,12,BenoÃ®t FaurÃ© (FRA),"+ 1h 14' 12""",Touriste-Routier,BenoÃ®t FaurÃ©,FRA,12.0,1930
1932,13,Jean Aerts (BEL),"+ 1h 16' 24""",Belgium,Jean Aerts,BEL,13.0,1930
1932,14,Michele Orecchia (ITA),"+ 1h 18' 45""",Italy,Michele Orecchia,ITA,14.0,1930
1932,15,Georges Lemaire (BEL),"+ 1h 19' 18""",Belgium,Georges Lemaire,BEL,15.0,1930
1932,16,Maurice Archambaud (FRA),"+ 1h 25' 27""",France,Maurice Archambaud,FRA,16.0,1930
1932,17,Jan Wauters (BEL),"+ 1h 29' 21""",Touriste-Routier,Jan Wauters,BEL,17.0,1930
1932,18,RenÃ© Bernard (FRA),"+ 1h 35' 28""",Touriste-Routier,RenÃ© Bernard,FRA,18.0,1930
1932,19,Max Bulla (AUT),"+ 1h 38' 23""",Germany/Austria,Max Bulla,AUT,19.0,1930
1932,20,Gaston Rebry (BEL),"+ 1h 39' 01""",Belgium,Gaston Rebry,BEL,20.0,1930
1932,21,Augusto Zanzi (ITA),"+ 1h 45' 56""",Touriste-Routier,Augusto Zanzi,ITA,21.0,1930
1932,22,Ludwig Geyer (GER),"+ 1h 49' 48""",Germany/Austria,Ludwig Geyer,GER,22.0,1930
1932,23,Roger LapÃ©bie (FRA),"+ 1h 55' 27""",France,Roger LapÃ©bie,FRA,23.0,1930
1932,24,Marcel Mazeyrat (FRA),"+ 1h 56' 53""",Touriste-Routier,Marcel Mazeyrat,FRA,24.0,1930
1932,25,Julien Moineau (FRA),"+ 1h 58' 16""",France,Julien Moineau,FRA,25.0,1930
1932,26,Luigi Marchisio (ITA),"+ 1h 59' 47""",Italy,Luigi Marchisio,ITA,26.0,1930
1932,27,Vicente Trueba (ESP),"+ 2h 00' 40""",Touriste-Routier,Vicente Trueba,ESP,27.0,1930
1932,28,Ernest Neuhard (FRA),"+ 2h 22' 21""",Touriste-Routier,Ernest Neuhard,FRA,28.0,1930
1932,29,Georges Antenen (SUI),"+ 2h 24' 39""",Switzerland,Georges Antenen,SUI,29.0,1930
1932,30,Marcel Bidot (FRA),"+ 2h 29' 02""",France,Marcel Bidot,FRA,30.0,1930
1932,31,Marius Guiramand (FRA),"+ 2h 29' 31""",Touriste-Routier,Marius Guiramand,FRA,31.0,1930
1932,32,Giuseppe Pancera (ITA),"+ 2h 30' 12""",Touriste-Routier,Giuseppe Pancera,ITA,32.0,1930
1932,33,Raffaele Di Paco (ITA),"+ 2h 35' 51""",Italy,Raffaele Di Paco,ITA,33.0,1930
1932,34,GÃ©rard Loncke (BEL),"+ 2h 41' 25""",Belgium,GÃ©rard Loncke,BEL,34.0,1930
1932,35,Fernand Fayolle (FRA),"+ 2h 44' 33""",Touriste-Routier,Fernand Fayolle,FRA,35.0,1930
1932,36,Alfred BÃ¼chi (SUI),"+ 2h 59' 37""",Switzerland,Alfred BÃ¼chi,SUI,36.0,1930
1932,37,Lazare Venot (FRA),"+ 3h 04' 31""",Touriste-Routier,Lazare Venot,FRA,37.0,1930
1932,38,Amulio Viarengo (ITA),"+ 3h 10' 27""",Touriste-Routier,Amulio Viarengo,ITA,38.0,1930
1932,39,Herbert Sieronski (GER),"+ 3h 15' 13""",Germany/Austria,Herbert Sieronski,GER,39.0,1930
1932,40,Jules Buysse (BEL),"+ 3h 32' 25""",Touriste-Routier,Jules Buysse,BEL,40.0,1930
1932,41,Alfred Bula (SUI),"+ 3h 34' 06""",Switzerland,Alfred Bula,SUI,41.0,1930
1932,42,Aleardo Simoni (ITA),"+ 3h 38' 18""",Touriste-Routier,Aleardo Simoni,ITA,42.0,1930
1932,43,Ãmile Decroix (BEL),"+ 3h 43' 20""",Touriste-Routier,Ãmile Decroix,BEL,43.0,1930
1932,44,FranÃ§ois Moreels (FRA),"+ 3h 55' 22""",Touriste-Routier,FranÃ§ois Moreels,FRA,44.0,1930
1932,45,Nicolas Frantz (LUX),"+ 4h 00' 17""",Touriste-Routier,Nicolas Frantz,LUX,45.0,1930
1932,46,Jean GoulÃªme (FRA),"+ 4h 06' 02""",Touriste-Routier,Jean GoulÃªme,FRA,46.0,1930
1932,47,Louis Peglion (FRA),"+ 4h 13' 53""",France,Louis Peglion,FRA,47.0,1930
1932,48,Karl Altenburger (GER),"+ 4h 20' 41""",Touriste-Routier,Karl Altenburger,GER,48.0,1930
1932,49,Albert BarthÃ©lÃ©my (FRA),"+ 4h 21' 05""",France,Albert BarthÃ©lÃ©my,FRA,49.0,1930
1932,50,Jean-Pierre Muller (LUX),"+ 4h 21' 15""",Touriste-Routier,Jean-Pierre Muller,LUX,50.0,1930
1932,51,FranÃ§ois Haas (FRA),"+ 4h 32' 29""",Touriste-Routier,FranÃ§ois Haas,FRA,51.0,1930
1932,52,Robert BrugÃ¨re (FRA),"+ 4h 38' 35""",Touriste-Routier,Robert BrugÃ¨re,FRA,52.0,1930
1932,53,Francis Bouillet (FRA),"+ 4h 47' 05""",Touriste-Routier,Francis Bouillet,FRA,53.0,1930
1932,54,Fernand Cornez (FRA),"+ 4h 47' 18""",Touriste-Routier,Fernand Cornez,FRA,54.0,1930
1932,55,August Erne (SUI),"+ 4h 54' 45""",Switzerland,August Erne,SUI,55.0,1930
1932,56,Georg Umbenhauer (GER),"+ 5h 03' 01""",Germany/Austria,Georg Umbenhauer,GER,56.0,1930
1932,57,Rudolf Risch (GER),"+ 5h 05' 14""",Germany/Austria,Rudolf Risch,GER,57.0,1930
1933,1,Georges Speicher (FRA),"147h 51' 37""",France,Georges Speicher,FRA,1.0,1930
1933,2,Learco Guerra (ITA),"+ 4' 01""",Italy,Learco Guerra,ITA,2.0,1930
1933,3,Giuseppe Martano (ITA),"+ 5' 08""",Touriste-routier,Giuseppe Martano,ITA,3.0,1930
1933,4,Georges Lemaire (BEL),"+ 15' 45""",Belgium,Georges Lemaire,BEL,4.0,1930
1933,5,Maurice Archambaud (FRA),"+ 21' 22""",France,Maurice Archambaud,FRA,5.0,1930
1933,6,Vicente Trueba (ESP),"+ 27' 27""",Touriste-routier,Vicente Trueba,ESP,6.0,1930
1933,7,LÃ©on Level (FRA),"+ 35' 19""",Touriste-routier,LÃ©on Level,FRA,7.0,1930
1933,8,Antonin Magne (FRA),"+ 36' 37""",France,Antonin Magne,FRA,8.0,1930
1933,9,Jean Aerts (BEL),"+ 42' 53""",Belgium,Jean Aerts,BEL,9.0,1930
1933,10,Kurt StÃ¶pel (GER),"+ 45' 28""",Germany/Austria,Kurt StÃ¶pel,GER,10.0,1930
1933,11,Fernand Fayolle (FRA),"+ 56' 11""",Touriste-routier,Fernand Fayolle,FRA,11.0,1930
1933,12,Ludwig Geyer (GER),"+ 57' 04""",Germany/Austria,Ludwig Geyer,GER,12.0,1930
1933,13,Albert BÃ¼chi (SUI),"+ 1h 07' 59""",Switzerland,Albert BÃ¼chi,SUI,13.0,1930
1933,14,Gaston Rebry (BEL),"+ 1h 20' 16""",Belgium,Gaston Rebry,BEL,14.0,1930
1933,15,Gaspard Rinaldi (FRA),"+ 1h 22' 12""",Touriste-routier,Gaspard Rinaldi,FRA,15.0,1930
1933,16,EugÃ¨ne Le Goff (FRA),"+ 1h 24' 59""",Touriste-routier,EugÃ¨ne Le Goff,FRA,16.0,1930
1933,17,LÃ©on Le Calvez (FRA),"+ 1h 38' 44""",France,LÃ©on Le Calvez,FRA,17.0,1930
1933,18,Alfons Schepers (BEL),"+ 1h 39' 49""",Belgium,Alfons Schepers,BEL,18.0,1930
1933,19,RenÃ© Le GrevÃ¨s (FRA),"+ 1h 48' 31""",France,RenÃ© Le GrevÃ¨s,FRA,19.0,1930
1933,20,Alfred BÃ¼chi (SUI),"+ 1h 49' 59""",Switzerland,Alfred BÃ¼chi,SUI,20.0,1930
1933,21,Decimo Bettini (ITA),"+ 1h 51' 51""",Touriste-routier,Decimo Bettini,ITA,21.0,1930
1933,22,Ãmile Decroix (BEL),"+ 1h 52' 46""",Touriste-routier,Ãmile Decroix,BEL,22.0,1930
1933,23,Oskar Thierbach (GER),"+ 1h 55' 51""",Germany/Austria,Oskar Thierbach,GER,23.0,1930
1933,24,Robert BrugÃ¨re (FRA),"+ 2h 06' 44""",Touriste-routier,Robert BrugÃ¨re,FRA,24.0,1930
1933,25,Alfred Bula (SUI),"+ 2h 12' 34""",Switzerland,Alfred Bula,SUI,25.0,1930
1933,26,Antoine Dignef (BEL),"+ 2h 15' 30""",Touriste-routier,Antoine Dignef,BEL,26.0,1930
1933,27,Alfons Deloor (BEL),"+ 2h 15' 48""",Belgium,Alfons Deloor,BEL,27.0,1930
1933,28,Luigi Giacobbe (ITA),"+ 2h 29' 19""",Italy,Luigi Giacobbe,ITA,28.0,1930
1933,29,Roger LapÃ©bie (FRA),"+ 2h 30' 37""",France,Roger LapÃ©bie,FRA,29.0,1930
1933,30,Walter Blattmann (SUI),"+ 2h 31' 35""",Switzerland,Walter Blattmann,SUI,30.0,1930
1933,31,AndrÃ© Leducq (FRA),"+ 2h 39' 36""",France,AndrÃ© Leducq,FRA,31.0,1930
1933,32,LÃ©on Louyet (BEL),"+ 2h 43' 14""",Touriste-routier,LÃ©on Louyet,BEL,32.0,1930
1933,33,AndrÃ© Gaillot (FRA),"+ 2h 51' 50""",Touriste-routier,AndrÃ© Gaillot,FRA,33.0,1930
1933,34,RenÃ© Bernard (FRA),"+ 2h 54' 25""",Touriste-routier,RenÃ© Bernard,FRA,34.0,1930
1933,35,Fernand Cornez (FRA),"+ 2h 58' 49""",Touriste-routier,Fernand Cornez,FRA,35.0,1930
1933,36,Roger Pipoz (SUI),"+ 3h 05' 20""",Switzerland,Roger Pipoz,SUI,36.0,1930
1933,37,Pierre Pastorelli (FRA),"+ 3h 15' 42""",Touriste-routier,Pierre Pastorelli,FRA,37.0,1930
1933,38,Pierre Cloarec (FRA),"+ 3h 18' 30""",Touriste-routier,Pierre Cloarec,FRA,38.0,1930
1933,39,Vasco Bergamaschi (ITA),"+ 3h 42' 49""",Italy,Vasco Bergamaschi,ITA,39.0,1930
1933,40,Ernest Neuhard (FRA),"+ 3h 57' 44""",Touriste-routier,Ernest Neuhard,FRA,40.0,1930
1934,1,Antonin Magne (FRA),"147h 13' 58""",France,Antonin Magne,FRA,1.0,1930
1934,2,Giuseppe Martano (ITA),"+ 27' 31""",Italy,Giuseppe Martano,ITA,2.0,1930
1934,3,Roger LapÃ©bie (FRA),"+ 52' 15""",France,Roger LapÃ©bie,FRA,3.0,1930
1934,4,FÃ©licien Vervaecke (BEL),"+ 57' 40""",Individual,FÃ©licien Vervaecke,BEL,4.0,1930
1934,5,RenÃ© Vietto (FRA),"+ 59' 02""",France,RenÃ© Vietto,FRA,5.0,1930
1934,6,Ambrogio Morelli (ITA),"+ 1h 12' 02""",Individual,Ambrogio Morelli,ITA,6.0,1930
1934,7,Ludwig Geyer (GER),"+ 1h 12' 51""",Germany,Ludwig Geyer,GER,7.0,1930
1934,8,SylvÃ¨re Maes (BEL),"+ 1h 20' 56""",Individual,SylvÃ¨re Maes,BEL,8.0,1930
1934,9,Mariano CaÃ±ardo (ESP),"+ 1h 29' 02""",Switzerland/Spain,Mariano CaÃ±ardo,ESP,9.0,1930
1934,10,Vicente Trueba (ESP),"+ 1h 40' 39""",Switzerland/Spain,Vicente Trueba,ESP,10.0,1930
1934,11,Georges Speicher (FRA),"+ 1h 52' 21""",France,Georges Speicher,FRA,11.0,1930
1934,12,Raymond Louviot (FRA),"+ 2h 03' 21""",France,Raymond Louviot,FRA,12.0,1930
1934,13,Edoardo Molinar (ITA),"+ 2h 16' 52""",Individual,Edoardo Molinar,ITA,13.0,1930
1934,14,Eugenio Gestri (ITA),"+ 2h 21' 09""",Italy,Eugenio Gestri,ITA,14.0,1930
1934,15,Adriano Vignoli (ITA),"+ 2h 21' 58""",Italy,Adriano Vignoli,ITA,15.0,1930
1934,16,Giovanni Cazzulani (ITA),"+ 2h 32' 38""",Italy,Giovanni Cazzulani,ITA,16.0,1930
1934,17,Albert BÃ¼chi (SUI),"+ 2h 35' 17""",Switzerland/Spain,Albert BÃ¼chi,SUI,17.0,1930
1934,18,Frans Bonduel (BEL),"+ 2h 44' 47""",Belgium,Frans Bonduel,BEL,18.0,1930
1934,19,Federico Ezquerra (ESP),"+ 2h 53' 03""",Switzerland/Spain,Federico Ezquerra,ESP,19.0,1930
1934,20,August Erne (SUI),"+ 2h 55' 26""",Switzerland/Spain,August Erne,SUI,20.0,1930
1934,21,LÃ©on Level (FRA),"+ 2h 57' 51""",Individual,LÃ©on Level,FRA,21.0,1930
1934,22,Kurt Stoepel (GER),"+ 3h 01' 13""",Germany,Kurt Stoepel,GER,22.0,1930
1934,23,Dante Franzil (ITA),"+ 3h 01' 48""",Individual,Dante Franzil,ITA,23.0,1930
1934,24,Giovanni Gotti (ITA),"+ 3h 22' 40""",Italy,Giovanni Gotti,ITA,24.0,1930
1934,25,RenÃ© Le GrevÃ¨s (FRA),"+ 3h 26' 26""",France,RenÃ© Le GrevÃ¨s,FRA,25.0,1930
1934,26,Theo Herckenrath (BEL),"+ 3h 30' 51""",Individual,Theo Herckenrath,BEL,26.0,1930
1934,27,Vincent Salazard (FRA),"+ 3h 55' 39""",Individual,Vincent Salazard,FRA,27.0,1930
1934,28,Marcel Renaud (FRA),"+ 3h 57' 54""",Individual,Marcel Renaud,FRA,28.0,1930
1934,29,Ettore Meini (ITA),"+ 4h 00' 09""",Individual,Ettore Meini,ITA,29.0,1930
1934,30,Luciano Montero (ESP),"+ 4h 03' 25""",Switzerland/Spain,Luciano Montero,ESP,30.0,1930
1934,31,Jean Wauters (BEL),"+ 4h 27' 07""",Individual,Jean Wauters,BEL,31.0,1930
1934,32,Romain Gijssels (BEL),"+ 4h 28' 12""",Belgium,Romain Gijssels,BEL,32.0,1930
1934,33,Yves Le Goff (FRA),"+ 4h 29' 40""",Individual,Yves Le Goff,FRA,33.0,1930
1934,34,Sylvain Marcaillou (FRA),"+ 4h 38' 57""",Individual,Sylvain Marcaillou,FRA,34.0,1930
1934,35,Jean Bidot (FRA),"+ 4h 39' 37""",Individual,Jean Bidot,FRA,35.0,1930
1934,36,Fabien Galateau (FRA),"+ 5h 00' 50""",Individual,Fabien Galateau,FRA,36.0,1930
1934,37,Willi Kutschbach (GER),"+ 5h 46' 38""",Germany,Willi Kutschbach,GER,37.0,1930
1934,38,Rudolf Risch (GER),"+ 6h 37' 55""",Germany,Rudolf Risch,GER,38.0,1930
1934,39,Antonio Folco (ITA),"+ 7h 15' 36""",Italy,Antonio Folco,ITA,39.0,1930
1935,1,Romain Maes (BEL),"141h 32' 00""",Belgium,Romain Maes,BEL,1.0,1930
1935,2,Ambrogio Morelli (ITA),"+ 17' 52""",Italian individuals,Ambrogio Morelli,ITA,2.0,1930
1935,3,FÃ©licien Vervaecke (BEL),"+ 24' 06""",Belgium,FÃ©licien Vervaecke,BEL,3.0,1930
1935,4,SylvÃ¨re Maes (BEL),"+ 35' 24""",Belgian individuals,SylvÃ¨re Maes,BEL,4.0,1930
1935,5,Jules Lowie (BEL),"+ 51' 26""",Belgian individuals,Jules Lowie,BEL,5.0,1930
1935,6,Georges Speicher (FRA),"+ 54' 29""",France,Georges Speicher,FRA,6.0,1930
1935,7,Maurice Archambaud (FRA),"+ 1h 09' 28""",France,Maurice Archambaud,FRA,7.0,1930
1935,8,RenÃ© Vietto (FRA),"+ 1h 21' 03""",France,RenÃ© Vietto,FRA,8.0,1930
1935,9,Gabriel Ruozzi (FRA),"+ 1h 34' 02""",Touriste-routier,Gabriel Ruozzi,FRA,9.0,1930
1935,10,Oskar Thierbach (GER),"+ 2h 00' 04""",Germany,Oskar Thierbach,GER,10.0,1930
1935,11,Pierre Cogan (FRA),"+ 2h 11' 56""",Touriste-routier,Pierre Cogan,FRA,11.0,1930
1935,12,BenoÃ®t Faure (FRA),"+ 2h 21' 01""",Touriste-routier,BenoÃ®t Faure,FRA,12.0,1930
1935,13,Charles PÃ©lissier (FRA),"+ 2h 29' 21""",French individual,Charles PÃ©lissier,FRA,13.0,1930
1935,14,RenÃ© Bernard (FRA),"+ 2h 30' 47""",Touriste-routier,RenÃ© Bernard,FRA,14.0,1930
1935,15,RenÃ© Le GrevÃ¨s (FRA),"+ 2h 40' 05""",France,RenÃ© Le GrevÃ¨s,FRA,15.0,1930
1935,16,Fernand Fayolle (FRA),"+ 2h 48' 07""",Touriste-routier,Fernand Fayolle,FRA,16.0,1930
1935,17,AndrÃ© Leducq (FRA),"+ 2h 56' 14""",France,AndrÃ© Leducq,FRA,17.0,1930
1935,18,Pierre Cloarec (FRA),"+ 3h 19' 55""",Touriste-routier,Pierre Cloarec,FRA,18.0,1930
1935,19,Joseph Mauclair (FRA),"+ 3h 20' 36""",Touriste-routier,Joseph Mauclair,FRA,19.0,1930
1935,20,Antoon Dignef (BEL),"+ 3h 24' 52""",Belgian individual,Antoon Dignef,BEL,20.0,1930
1935,21,Dante Gianello (FRA),"+ 3h 28' 30""",Touriste-routier,Dante Gianello,FRA,21.0,1930
1935,22,Salvador Cardona (ESP),"+ 3h 50' 59""",Spain,Salvador Cardona,ESP,22.0,1930
1935,23,Bruno Roth (GER),"+ 3h 51' 06""",German individual,Bruno Roth,GER,23.0,1930
1935,24,Leo Amberg (SUI),"+ 3h 56' 25""",Swiss individual,Leo Amberg,SUI,24.0,1930
1935,25,Jean Fontenay (FRA),"+ 4h 09' 56""",French individual,Jean Fontenay,FRA,25.0,1930
1935,26,Fritz Hartmann (SUI),"+ 4h 14' 37""",Swiss individual,Fritz Hartmann,SUI,26.0,1930
1935,27,Orlando Teani (ITA),"+ 4h 17' 32""",Italian individual,Orlando Teani,ITA,27.0,1930
1935,28,HonorÃ© Granier (FRA),"+ 4h 24' 36""",Touriste-routier,HonorÃ© Granier,FRA,28.0,1930
1935,29,Jean Aerts (BEL),"+ 4h 28' 05""",Belgium,Jean Aerts,BEL,29.0,1930
1935,30,Julien Moineau (FRA),"+ 4h 33' 46""",French individual,Julien Moineau,FRA,30.0,1930
1935,31,Paul Chocque (FRA),"+ 4h 39' 14""",Touriste-routier,Paul Chocque,FRA,31.0,1930
1935,32,Antonio Prior (ESP),"+ 4h 51' 06""",Spain,Antonio Prior,ESP,32.0,1930
1935,33,Aldo Bertocco (FRA),"+ 4h 52' 33""",Touriste-routier,Aldo Bertocco,FRA,33.0,1930
1935,34,Erich Haendel (GER),"+ 5h 06' 16""",German individual,Erich Haendel,GER,34.0,1930
1935,35,Oreste Bernardoni (FRA),"+ 5h 12' 28""",Touriste-routier,Oreste Bernardoni,FRA,35.0,1930
1935,36,Louis ThiÃ©tard (FRA),"+ 5h 12' 47""",Touriste-routier,Louis ThiÃ©tard,FRA,36.0,1930
1935,37,Charles Berty (FRA),"+ 5h 26' 28""",Touriste-routier,Charles Berty,FRA,37.0,1930
1935,38,Georges Lachat (FRA),"+ 5h 27' 50""",Touriste-routier,Georges Lachat,FRA,38.0,1930
1935,39,Vicente Bachero (ESP),"+ 5h 37' 50""",Spanish individual,Vicente Bachero,ESP,39.0,1930
1935,40,Kurt Stettler (SUI),"+ 5h 49' 01""",Swiss individual,Kurt Stettler,SUI,40.0,1930
1935,41,Manuel Garcia (FRA),"+ 6h 01' 18""",Touriste-routier,Manuel Garcia,FRA,41.0,1930
1935,42,Otto Weckerling (GER),"+ 6h 11' 55""",Germany,Otto Weckerling,GER,42.0,1930
1935,43,ThÃ©odore Ladron (FRA),"+ 6h 13' 39""",Touriste-routier,ThÃ©odore Ladron,FRA,43.0,1930
1935,44,Georges Hubatz (FRA),"+ 6h 17' 55""",Touriste-routier,Georges Hubatz,FRA,44.0,1930
1935,45,Ferdi Ickes (GER),"+ 6h 59' 19""",German individual,Ferdi Ickes,GER,45.0,1930
1935,46,Willi Kutschbach (GER),"+ 7h 40' 39""",Germany,Willi Kutschbach,GER,46.0,1930
1936,1,SylvÃ¨re Maes (BEL),"142h 47' 32""",Belgium,SylvÃ¨re Maes,BEL,1.0,1930
1936,2,Antonin Magne (FRA),"+ 26' 55""",France,Antonin Magne,FRA,2.0,1930
1936,3,FÃ©licien Vervaecke (BEL),"+ 27' 53""",Belgium,FÃ©licien Vervaecke,BEL,3.0,1930
1936,4,Pierre Clemens (LUX),"+ 42' 42""",Spain/Luxembourg,Pierre Clemens,LUX,4.0,1930
1936,5,ArsÃ¨ne Mersch (LUX),"+ 52' 52""",Spain/Luxembourg,ArsÃ¨ne Mersch,LUX,5.0,1930
1936,6,Mariano CaÃ±ardo (ESP),"+ 1h 03' 04""",Spain/Luxembourg,Mariano CaÃ±ardo,ESP,6.0,1930
1936,7,Mathias Clemens (LUX),"+ 1h 10' 44""",Spain/Luxembourg,Mathias Clemens,LUX,7.0,1930
1936,8,Leo Amberg (SUI),"+ 1h 19' 13""",Switzerland,Leo Amberg,SUI,8.0,1930
1936,9,Marcel Kint (BEL),"+ 1h 22' 25""",Belgium,Marcel Kint,BEL,9.0,1930
1936,10,LÃ©on Level (FRA),"+ 1h 27' 57""",Touriste-routier,LÃ©on Level,FRA,10.0,1930
1936,11,JuliÃ¡n Berrendero (ESP),"+ 1h 34' 37""",Spain/Luxembourg,JuliÃ¡n Berrendero,ESP,11.0,1930
1936,12,Sylvain Marcaillou (FRA),"+ 1h 38' 06""",Touriste-routier,Sylvain Marcaillou,FRA,12.0,1930
1936,13,Louis ThiÃ©tard (FRA),"+ 1h 47' 47""",Touriste-routier,Louis ThiÃ©tard,FRA,13.0,1930
1936,14,Raoul Lesueur (FRA),"+ 1h 50' 15""",France,Raoul Lesueur,FRA,14.0,1930
1936,15,Albert van Schendel (NED),"+ 1h 52' 23""",Netherlands,Albert van Schendel,NED,15.0,1930
1936,16,Pierre Cogan (FRA),"+ 1h 52' 48""",France,Pierre Cogan,FRA,16.0,1930
1936,17,FÃ©dÃ©rico Ezquerra (ESP),"+ 1h 54' 39""",Touriste-routier,FÃ©dÃ©rico Ezquerra,ESP,17.0,1930
1936,18,Robert Tanneveau (FRA),"+ 1h 57' 09""",France,Robert Tanneveau,FRA,18.0,1930
1936,19,FranÃ§ois Neuville (BEL),"+ 2h 01' 16""",Belgium,FranÃ§ois Neuville,BEL,19.0,1930
1936,20,RenÃ© Le GrevÃ¨s (FRA),"+ 2h 07' 45""",France,RenÃ© Le GrevÃ¨s,FRA,20.0,1930
1936,21,Yvan Marie (FRA),"+ 2h 08' 46""",Touriste-routier,Yvan Marie,FRA,21.0,1930
1936,22,Pierre Cloarec (FRA),"+ 2h 13' 53""",Touriste-routier,Pierre Cloarec,FRA,22.0,1930
1936,23,Theo Middelkamp (NED),"+ 2h 16' 33""",Netherlands,Theo Middelkamp,NED,23.0,1930
